precinct,office,party,mode,votes,city,county,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic
7A,Governor,all others,total,2,Andover,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,republican,total,1297,Andover,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,democrat,total,494,Andover,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,blanks,total,46,Andover,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,all others,total,5,Andover,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,republican,total,1393,Andover,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,democrat,total,422,Andover,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,blanks,total,46,Andover,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,all others,total,8,Andover,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,156,Aquinnah,Dukes,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,106,Aquinnah,Dukes,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,5,Aquinnah,Dukes,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Aquinnah,Dukes,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,444,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,376,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,17,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
10,Governor,democrat,total,671,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
10,Governor,republican,total,521,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
10,Governor,blanks,total,33,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
10,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
11,Governor,republican,total,664,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
11,Governor,democrat,total,566,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
11,Governor,blanks,total,28,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
11,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
12,Governor,republican,total,677,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
12,Governor,democrat,total,655,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
12,Governor,blanks,total,34,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
12,Governor,all others,total,1,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13,Governor,republican,total,774,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13,Governor,democrat,total,368,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13,Governor,blanks,total,29,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13,Governor,all others,total,4,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14,Governor,democrat,total,579,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14,Governor,republican,total,497,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14,Governor,blanks,total,31,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14,Governor,all others,total,1,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15,Governor,republican,total,630,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15,Governor,democrat,total,557,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15,Governor,blanks,total,38,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16,Governor,republican,total,573,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16,Governor,democrat,total,533,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16,Governor,blanks,total,33,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16,Governor,all others,total,0,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
17,Governor,democrat,total,537,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
17,Governor,republican,total,456,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
17,Governor,blanks,total,36,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
17,Governor,all others,total,4,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
18,Governor,republican,total,733,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
18,Governor,democrat,total,473,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
18,Governor,blanks,total,53,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
18,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
19,Governor,republican,total,619,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
19,Governor,democrat,total,557,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
19,Governor,blanks,total,26,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
19,Governor,all others,total,0,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,608,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,601,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,33,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,1,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
20,Governor,democrat,total,580,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
20,Governor,republican,total,527,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
20,Governor,blanks,total,32,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
20,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
21,Governor,democrat,total,565,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
21,Governor,republican,total,557,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
21,Governor,blanks,total,31,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
21,Governor,all others,total,1,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,731,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,470,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,25,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,1,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,676,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,414,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,26,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,4,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,democrat,total,593,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,republican,total,497,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,blanks,total,24,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,democrat,total,653,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,republican,total,439,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,blanks,total,25,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,all others,total,0,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7,Governor,democrat,total,555,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7,Governor,republican,total,450,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7,Governor,blanks,total,30,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,democrat,total,713,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,republican,total,508,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,blanks,total,48,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8,Governor,all others,total,2,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,republican,total,533,Arlington,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,democrat,total,528,Arlington,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,blanks,total,31,Arlington,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,all others,total,5,Arlington,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,2087,Ashburnham,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,661,Ashburnham,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,90,Ashburnham,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,11,Ashburnham,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1247,Ashby,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,308,Ashby,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,48,Ashby,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Ashby,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,586,Ashfield,Franklin,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,450,Ashfield,Franklin,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,15,Ashfield,Franklin,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Ashfield,Franklin,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1008,Ashland,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,468,Ashland,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,31,Ashland,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Ashland,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1202,Ashland,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,425,Ashland,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,34,Ashland,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,0,Ashland,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1067,Ashland,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,434,Ashland,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,31,Ashland,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,0,Ashland,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1040,Ashland,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,424,Ashland,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,31,Ashland,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,0,Ashland,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,republican,total,1121,Ashland,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,democrat,total,455,Ashland,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,blanks,total,48,Ashland,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,all others,total,0,Ashland,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1075,Athol,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,310,Athol,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,23,Athol,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,6,Athol,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,981,Athol,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,259,Athol,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,21,Athol,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,4,Athol,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,937,Athol,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,267,Athol,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,27,Athol,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,5,Athol,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,republican,total,848,Attleboro,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,democrat,total,283,Attleboro,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,blanks,total,0,Attleboro,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,all others,total,0,Attleboro,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,republican,total,824,Attleboro,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,democrat,total,299,Attleboro,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,blanks,total,29,Attleboro,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,all others,total,0,Attleboro,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,republican,total,1093,Attleboro,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,democrat,total,409,Attleboro,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,blanks,total,22,Attleboro,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,all others,total,4,Attleboro,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,republican,total,1103,Attleboro,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,democrat,total,419,Attleboro,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,blanks,total,31,Attleboro,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,all others,total,0,Attleboro,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
