school,county,start_date,new_cases,new_cases_students,new_cases_teachers,new_cases_staff,new_cases_unknown,symptoms_yes,symptoms_no,symptoms_idk,cumulative_cases,cumulative_cases_students,cumulative_cases_teachers,cumulative_cases_staff,cumulative_cases_unknown,new_cases_employee
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2020-12-13,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2020-12-20,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2020-12-27,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-01-03,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-01-10,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-01-17,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-01-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-01-31,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-02-07,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-02-14,1,1,0,0,0,1,2,0,3,2,1,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-02-21,1,1,0,0,0,1,2,0,3,2,1,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-02-28,0,0,0,0,0,1,2,0,3,2,1,0,0,0
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,2021-03-07,0,0,0,0,0,1,3,0,4,3,1,0,0,0
FLORIDA CAREER COLLEGE - HIALAH,MIAMI-DADE,2021-02-14,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - HIALAH,MIAMI-DADE,2021-02-21,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - HIALAH,MIAMI-DADE,2021-02-28,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - HIALAH,MIAMI-DADE,2021-03-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2020-12-06,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-02-14,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-02-21,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-02-28,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,2021-03-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-11-15,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-12-06,1,1,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-12-13,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-12-20,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2020-12-27,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-01-03,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-01-10,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-01-17,1,1,0,0,0,3,0,0,3,3,0,0,0,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-01-24,1,0,0,0,1,4,0,0,4,3,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-01-31,1,1,0,0,0,5,0,0,5,4,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-02-07,0,0,0,0,0,5,0,0,5,4,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-02-14,0,0,0,0,0,4,0,0,4,3,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-02-21,1,1,0,0,0,5,0,0,5,4,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-02-28,0,0,0,0,0,5,0,0,5,4,0,0,1,0
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,2021-03-07,0,0,0,0,0,5,0,0,5,4,0,0,1,0
FLORIDA CAREER COLLEGE - MARGATE,BROWARD,2021-02-28,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - MARGATE,BROWARD,2021-03-07,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-01-24,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-01-31,5,4,1,0,0,6,0,0,6,5,1,0,0,1
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-02-07,0,0,0,0,0,6,0,0,6,5,1,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-02-14,1,1,0,0,0,7,0,0,7,6,1,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-02-21,1,1,0,0,0,7,0,0,7,6,1,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-02-28,0,0,0,0,0,8,0,0,8,7,1,0,0,0
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,2021-03-07,1,1,0,0,0,8,0,0,8,7,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-01-10,1,0,1,0,0,1,0,0,1,0,1,0,0,1
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-01-17,1,1,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-01-24,0,0,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-01-31,0,0,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-02-07,0,0,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-02-14,0,0,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-02-21,0,0,0,0,0,2,0,0,2,1,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-02-28,0,0,0,0,0,3,0,0,3,2,1,0,0,0
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,2021-03-07,1,1,0,0,0,3,0,0,3,2,1,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2020-12-27,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-01-03,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-01-17,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-01-24,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-01-31,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-02-07,2,0,1,0,1,4,0,0,4,2,1,0,1,1
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-02-14,0,0,0,0,0,4,0,0,4,2,1,0,1,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-02-21,0,0,0,0,0,4,0,0,4,2,1,0,1,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-02-28,0,0,0,0,0,4,0,0,4,2,1,0,1,0
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,2021-03-07,0,0,0,0,0,4,0,0,4,2,1,0,1,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-09-20,0,0,0,0,0,14,1,0,15,15,0,0,0,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-09-27,2,2,0,0,0,14,1,1,16,16,0,0,0,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-10-11,3,3,0,0,0,22,1,2,25,23,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-10-18,1,1,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-10-25,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-11-01,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-11-08,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-11-15,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-11-22,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-11-29,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-12-06,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-12-13,0,0,0,0,0,23,1,2,26,24,0,0,2,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-12-20,2,1,0,0,1,24,2,2,28,25,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2020-12-27,0,0,0,0,0,24,2,2,28,25,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-01-03,0,0,0,0,0,24,2,2,28,25,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-01-10,0,0,0,0,0,24,2,2,28,25,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-01-17,0,0,0,0,0,24,2,2,28,25,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-01-24,1,1,0,0,0,26,1,2,29,26,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-01-31,0,0,0,0,0,26,1,2,29,26,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-02-07,0,0,0,0,0,26,1,2,29,26,0,0,3,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-02-14,2,2,0,0,0,57,3,12,72,66,0,0,6,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-02-21,2,2,0,0,0,64,3,15,82,76,0,0,6,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-02-28,0,0,0,0,0,65,3,15,83,77,0,0,6,0
FLORIDA COLLEGE,HILLSBOROUGH,2021-03-07,1,1,0,0,0,66,3,15,84,77,0,0,7,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-10-11,3,1,0,0,2,3,0,0,3,1,0,0,2,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-10-18,2,1,0,1,0,5,0,0,5,2,0,1,2,1
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-10-25,0,0,0,0,0,5,0,0,5,2,0,1,2,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-11-01,0,0,0,0,0,5,0,0,5,2,0,1,2,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-11-08,0,0,0,0,0,5,0,0,5,2,0,1,2,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-11-15,2,2,0,0,0,7,0,0,7,4,0,1,2,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-11-22,4,2,0,0,2,11,0,0,11,6,0,1,4,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-11-29,1,1,0,0,0,12,0,0,12,7,0,1,4,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-12-06,0,0,0,0,0,12,0,0,12,7,0,1,4,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-12-13,2,1,0,0,1,14,0,0,14,8,0,1,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-12-20,1,1,0,0,0,15,0,0,15,9,0,1,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2020-12-27,1,1,0,0,0,16,0,0,16,10,0,1,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-01-03,1,1,0,0,0,16,0,0,16,10,0,1,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-01-10,1,0,0,1,0,17,0,0,17,10,0,2,5,1
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-01-17,0,0,0,0,0,16,0,0,16,9,0,2,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-01-24,0,0,0,0,0,16,0,0,16,9,0,2,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-01-31,1,1,0,0,0,16,1,0,17,10,0,2,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-02-07,1,1,0,0,0,17,1,0,18,11,0,2,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-02-14,0,0,0,0,0,17,1,0,18,11,0,2,5,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-02-21,0,0,0,0,0,18,2,0,20,12,0,2,6,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-02-28,2,1,0,0,1,21,5,0,26,16,0,2,8,0
FLORIDA GATEWAY COLLEGE,COLUMBIA,2021-03-07,2,2,0,0,0,21,5,1,27,17,0,2,8,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-09-20,28,27,0,0,1,51,5,11,67,66,0,0,1,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-09-27,33,30,0,1,2,88,13,12,113,109,0,1,3,1
FLORIDA GULF COAST UNIVERSITY,LEE,2020-10-11,44,42,0,0,2,131,24,26,181,175,1,1,4,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-10-18,52,51,0,0,1,174,30,33,237,230,1,1,5,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-10-25,32,31,0,0,1,189,36,69,294,285,1,1,7,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-11-01,13,13,0,0,0,199,40,70,309,300,1,1,7,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-11-08,7,6,0,1,0,208,41,73,322,312,1,2,7,1
FLORIDA GULF COAST UNIVERSITY,LEE,2020-11-15,22,21,0,0,1,219,43,84,346,334,1,2,9,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-11-22,10,10,0,0,0,226,45,90,361,348,1,2,10,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-11-29,16,13,0,0,3,243,47,91,381,364,1,2,14,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-12-06,17,16,0,0,1,257,49,101,407,389,1,2,15,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-12-13,7,5,0,0,2,265,50,101,416,396,1,2,17,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-12-20,10,9,0,0,1,273,51,102,426,406,1,2,17,0
FLORIDA GULF COAST UNIVERSITY,LEE,2020-12-27,2,2,0,0,0,288,53,94,435,415,1,2,17,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-01-03,3,3,0,0,0,289,54,93,436,416,1,2,17,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-01-10,7,6,0,0,1,294,54,95,443,422,1,2,18,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-01-17,12,12,0,0,0,308,54,96,458,438,1,2,17,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-01-24,23,23,0,0,0,321,58,108,487,465,1,2,19,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-01-31,7,7,0,0,0,331,58,110,499,477,1,2,19,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-02-07,5,5,0,0,0,333,58,113,504,487,1,2,14,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-02-14,3,3,0,0,0,350,64,114,528,506,1,5,16,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-02-21,5,5,0,0,0,353,65,114,532,510,1,6,15,0
FLORIDA GULF COAST UNIVERSITY,LEE,2021-02-28,4,3,0,1,0,362,64,114,540,518,1,6,15,1
FLORIDA GULF COAST UNIVERSITY,LEE,2021-03-07,8,7,0,0,1,369,64,116,549,526,1,6,16,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-09-27,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-10-11,8,8,0,0,0,12,1,0,13,12,0,0,1,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-10-18,7,7,0,0,0,19,1,0,20,19,0,0,1,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-10-25,7,7,0,0,0,21,2,4,27,26,0,0,1,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-11-01,11,9,0,2,0,31,3,4,38,35,0,2,1,2
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-11-08,3,2,0,0,1,34,3,4,41,37,0,2,2,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-11-15,4,4,0,0,0,37,3,5,45,41,0,2,2,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-11-22,2,0,1,0,1,38,3,6,47,41,1,2,3,1
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-11-29,0,0,0,0,0,38,3,6,47,41,1,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-12-06,2,1,1,0,0,40,3,6,49,42,2,2,3,1
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-12-13,0,0,0,0,0,40,3,6,49,42,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-12-20,1,1,0,0,0,41,3,6,50,43,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2020-12-27,0,0,0,0,0,45,3,2,50,43,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-01-03,0,0,0,0,0,45,3,2,50,43,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-01-10,0,0,0,0,0,45,3,2,50,43,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-01-17,1,1,0,0,0,46,3,2,51,44,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-01-24,2,2,0,0,0,47,4,2,53,46,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-01-31,0,0,0,0,0,47,4,2,53,46,2,2,3,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-02-07,2,1,0,0,1,49,4,2,55,47,2,2,4,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-02-14,1,1,0,0,0,51,4,2,57,49,2,2,4,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-02-21,1,1,0,0,0,51,4,2,57,49,2,2,4,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-02-28,1,1,0,0,0,53,4,2,59,51,2,2,4,0
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,2021-03-07,2,2,0,0,0,55,4,2,61,53,2,2,4,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2020-12-06,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-01-24,1,1,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-01-31,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,2021-02-07,0,0,0,0,0,2,0,0,2,2,0,0,0,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-09-20,2,2,0,0,0,9,3,1,13,9,0,1,3,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-09-27,6,6,0,0,0,13,3,4,20,16,0,1,3,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-10-11,11,9,0,1,1,23,12,3,38,32,0,2,4,1
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-10-18,14,10,0,0,4,33,14,6,53,43,0,2,8,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-10-25,15,14,0,1,0,41,16,12,69,58,0,3,8,1
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-11-01,9,6,0,0,3,47,17,14,78,64,0,3,11,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-11-08,14,11,0,0,3,58,22,15,95,78,0,3,14,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-11-15,21,15,0,2,4,76,25,18,119,96,0,5,18,2
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-11-22,27,22,0,2,3,97,32,22,151,123,0,7,21,2
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-11-29,26,19,0,2,5,115,37,26,178,143,0,9,26,2
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-12-06,18,11,1,3,3,128,42,26,196,159,1,10,26,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-12-13,16,9,0,3,4,143,45,26,214,169,1,14,30,3
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-12-20,8,6,0,0,2,150,48,26,224,175,1,14,34,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2020-12-27,21,15,0,0,6,182,49,32,263,202,2,15,44,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-01-03,32,24,0,0,8,195,61,28,284,221,2,15,46,0
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-01-10,24,17,0,4,3,213,64,31,308,238,2,19,49,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-01-17,23,15,2,2,4,230,65,33,328,252,4,19,53,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-01-24,15,10,0,3,2,245,65,33,343,261,4,22,56,3
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-01-31,21,13,0,4,4,262,68,34,364,274,4,26,60,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-02-07,20,13,0,3,4,281,72,39,392,295,4,31,62,3
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-02-14,17,14,0,1,2,309,80,51,440,330,6,32,72,1
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-02-21,36,31,1,3,1,336,87,62,485,372,7,34,72,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-02-28,28,22,1,3,2,361,95,70,526,403,8,40,75,4
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,2021-03-07,33,24,0,8,1,381,96,74,551,420,8,49,74,8
FLORIDA INTERNATIONAL UNIVERSITY,PALM BEACH,2020-09-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY,MIAMI-DADE,2020-11-29,1,1,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
