date,county,city,population,atleast_onedose,fully_vaccinated,partially_vaccinated,votes_baker,votes_not_baker
2021-03-30,Bristol,Seekonk,14013.0,,,,4365.0,1742.0
2021-03-30,Bristol,Somerset,18521.0,6183.0,,2276.0,5387.0,2171.0
2021-03-30,Bristol,Swansea,15949.0,5089.0,3050.0,,4812.0,1846.0
2021-03-30,Bristol,Taunton,57573.0,14646.0,8085.0,6561.0,12445.0,5605.0
2021-03-30,Bristol,Westport,16752.0,6136.0,,,4969.0,2292.0
2021-03-30,Dukes,Chilmark (includes Aquinnah),1019.0,,,,,
2021-03-30,Dukes,Edgartown,4086.0,,,,1483.0,931.0
2021-03-30,Dukes,Gosnold,45.0,,,,43.0,14.0
2021-03-30,Dukes,Oak Bluffs,5209.0,,,,1493.0,1077.0
2021-03-30,Dukes,Tisbury,4174.0,,,,1205.0,1113.0
2021-03-30,Dukes,West Tisbury,2871.0,,,,,
2021-03-30,Essex,Amesbury,16598.0,6062.0,,2928.0,5390.0,2436.0
2021-03-30,Essex,Andover,36064.0,12660.0,7331.0,5329.0,11893.0,4640.0
2021-03-30,Essex,Beverly,41071.0,15498.0,9069.0,6429.0,12935.0,6038.0
2021-03-30,Essex,Boxford,7640.0,2940.0,,,3434.0,1036.0
2021-03-30,Essex,Danvers,28667.0,11849.0,7479.0,4370.0,9622.0,3082.0
2021-03-30,Essex,Essex,3728.0,,,,1455.0,587.0
2021-03-30,Essex,Georgetown,8986.0,3104.0,,,3193.0,1018.0
2021-03-30,Essex,Gloucester,28406.0,11746.0,,4907.0,9521.0,4381.0
2021-03-30,Essex,Groveland,6846.0,2560.0,,,2634.0,858.0
2021-03-30,Essex,Hamilton,7375.0,2881.0,,,3005.0,1114.0
2021-03-30,Essex,Haverhill,65939.0,19856.0,10853.0,9003.0,16237.0,7079.0
2021-03-30,Essex,Ipswich,13408.0,5898.0,,2002.0,5419.0,2399.0
2021-03-30,Essex,Lawrence,87731.0,18405.0,9638.0,8767.0,7477.0,8072.0
2021-03-30,Essex,Lynn,100824.0,29185.0,17869.0,11316.0,14616.0,10089.0
2021-03-30,Essex,Lynnfield,11593.0,5246.0,,1966.0,5070.0,1351.0
2021-03-30,Essex,Manchester,4899.0,,,,,
2021-03-30,Essex,Marblehead,19036.0,8779.0,5385.0,3394.0,8450.0,3171.0
2021-03-30,Essex,Merrimac,6353.0,2513.0,,1152.0,2542.0,886.0
2021-03-30,Essex,Methuen,53837.0,17162.0,10061.0,7101.0,12919.0,4898.0
2021-03-30,Essex,Middleton,10425.0,3890.0,,,3406.0,901.0
2021-03-30,Essex,Nahant,3234.0,,,,1499.0,602.0
2021-03-30,Essex,Newbury,6605.0,,,,3004.0,1140.0
2021-03-30,Essex,Newburyport,17759.0,8705.0,4768.0,3937.0,7057.0,3240.0
2021-03-30,Essex,North Andover,30288.0,10712.0,6573.0,4139.0,,
2021-03-30,Essex,Peabody,55967.0,20774.0,12688.0,8086.0,16761.0,5902.0
2021-03-30,Essex,Rockport,6462.0,,,,2942.0,1418.0
2021-03-30,Essex,Rowley,6180.0,2299.0,,,2413.0,858.0
2021-03-30,Essex,Salem,45021.0,14510.0,8380.0,6130.0,10733.0,8228.0
2021-03-30,Essex,Salisbury,8853.0,,,,3075.0,917.0
2021-03-30,Essex,Saugus,28486.0,10400.0,6432.0,3968.0,8374.0,2999.0
2021-03-30,Essex,Swampscott,13616.0,6171.0,,2249.0,5913.0,1980.0
2021-03-30,Essex,Topsfield,5778.0,2796.0,,,2689.0,925.0
2021-03-30,Essex,Wenham,5203.0,,,,1593.0,539.0
2021-03-30,Essex,West Newbury,4036.0,1870.0,,,,
2021-03-30,Franklin,Ashfield,1695.0,,,,450.0,601.0
2021-03-30,Franklin,Bernardston,2073.0,,,,687.0,365.0
2021-03-30,Franklin,Buckland,1838.0,,,,521.0,455.0
2021-03-30,Franklin,Charlemont (includes Hawley),1458.0,,,,,
2021-03-30,Franklin,Colrain,1582.0,,,,423.0,329.0
2021-03-30,Franklin,Conway,1932.0,,,,574.0,542.0
2021-03-30,Franklin,Deerfield,5308.0,2559.0,,,1573.0,1080.0
2021-03-30,Franklin,Erving,2113.0,,,,425.0,226.0
2021-03-30,Franklin,Gill,1672.0,,,,460.0,337.0
2021-03-30,Franklin,Greenfield (includes Leyden),17760.0,6299.0,,2890.0,,
2021-03-30,Franklin,Heath,588.0,,,,210.0,161.0
2021-03-30,Franklin,Leverett,2026.0,,,,367.0,781.0
2021-03-30,Franklin,Monroe,97.0,,,,32.0,16.0
2021-03-30,Franklin,Montague,8453.0,,,,2046.0,1670.0
2021-03-30,Franklin,New Salem,975.0,,,,313.0,222.0
2021-03-30,Franklin,Northfield,2949.0,,,,919.0,589.0
2021-03-30,Franklin,Orange,8125.0,,,,1910.0,755.0
2021-03-30,Franklin,Rowe,336.0,,,,123.0,73.0
2021-03-30,Franklin,Shelburne,1831.0,,,,475.0,547.0
2021-03-30,Franklin,Shutesbury,1742.0,,,,358.0,789.0
2021-03-30,Franklin,Sunderland,3721.0,,,,769.0,829.0
2021-03-30,Franklin,Warwick,734.0,,,,238.0,180.0
2021-03-30,Franklin,Wendell,709.0,,,,179.0,330.0
2021-03-30,Franklin,Whately,1451.0,,,,562.0,335.0
2021-03-30,Hampden,Agawam,28496.0,8973.0,,3866.0,9536.0,2524.0
2021-03-30,Hampden,Blandford,1209.0,,,,470.0,134.0
2021-03-30,Hampden,Brimfield,3727.0,,,,1369.0,443.0
2021-03-30,Hampden,Chester,1358.0,,,,447.0,128.0
2021-03-30,Hampden,Chicopee,56710.0,14270.0,7986.0,6284.0,13145.0,5300.0
2021-03-30,Hampden,East Longmeadow,17005.0,6300.0,3862.0,,,
2021-03-30,Hampden,Granville (includes Tolland),1964.0,,,,,
2021-03-30,Hampden,Hampden,4898.0,,,,2017.0,511.0
2021-03-30,Hampden,Holland,2565.0,,,,891.0,260.0
2021-03-30,Hampden,Holyoke,40638.0,9994.0,5824.0,4170.0,6989.0,5462.0
2021-03-30,Hampden,Longmeadow,15406.0,6460.0,4198.0,2262.0,5950.0,2221.0
2021-03-30,Hampden,Ludlow,20714.0,6663.0,,2722.0,6191.0,2001.0
2021-03-30,Hampden,Monson,8390.0,,,,2879.0,901.0
2021-03-30,Hampden,Palmer,11815.0,2810.0,,,3561.0,1152.0
2021-03-30,Hampden,Russell,1895.0,,,,553.0,141.0
2021-03-30,Hampden,Southwick,9800.0,,,,3487.0,824.0
2021-03-30,Hampden,Springfield,156245.0,31501.0,18205.0,13296.0,20672.0,17327.0
2021-03-30,Hampden,Wales,1911.0,,,,627.0,181.0
2021-03-30,Hampden,West Springfield,29348.0,7899.0,,3265.0,,
2021-03-30,Hampden,Westfield (includes Montgomery),42242.0,10852.0,5917.0,4935.0,,
2021-03-30,Hampden,Wilbraham,14533.0,5567.0,,2080.0,5547.0,1560.0
2021-03-30,Hampshire,Amherst (includes Pelham),41493.0,7947.0,4497.0,3450.0,,
2021-03-30,Hampshire,Belchertown,16054.0,5343.0,,2388.0,4666.0,2448.0
2021-03-30,Hampshire,Chesterfield,1224.0,,,,405.0,252.0
2021-03-30,Hampshire,Cummington,784.0,,,,243.0,242.0
2021-03-30,Hampshire,Easthampton (includes Westhampton),17905.0,6759.0,,3031.0,,
2021-03-30,Hampshire,Goshen,1157.0,,,,331.0,218.0
2021-03-30,Hampshire,Granby,6112.0,,,,2248.0,841.0
2021-03-30,Hampshire,Hadley,5804.0,,,,1571.0,1210.0
2021-03-30,Hampshire,Hatfield,3235.0,,,,1086.0,743.0
2021-03-30,Hampshire,Huntington,2200.0,,,,681.0,271.0
2021-03-30,Hampshire,Middlefield,444.0,,,,165.0,96.0
2021-03-30,Hampshire,Northampton,29199.0,11537.0,6646.0,4891.0,5224.0,10015.0
2021-03-30,Hampshire,Plainfield,626.0,,,,173.0,205.0
2021-03-30,Hampshire,South Hadley,18076.0,5913.0,3436.0,2477.0,,
2021-03-30,Hampshire,Southampton,6018.0,2317.0,,,2414.0,850.0
2021-03-30,Hampshire,Ware,10160.0,,,,2624.0,847.0
2021-03-30,Hampshire,Williamsburg,2458.0,,,,671.0,886.0
2021-03-30,Hampshire,Worthington,1047.0,,,,399.0,288.0
2021-03-30,Middlesex,Acton,23728.0,7995.0,4137.0,3858.0,6774.0,4410.0
2021-03-30,Middlesex,Arlington,45827.0,16262.0,9024.0,7238.0,11516.0,12845.0
2021-03-30,Middlesex,Ashby,3488.0,,,,1247.0,356.0
2021-03-30,Middlesex,Ashland,19700.0,6889.0,,3150.0,5438.0,2381.0
2021-03-30,Middlesex,Ayer,8098.0,2605.0,,,2396.0,1016.0
2021-03-30,Middlesex,Bedford,14995.0,4968.0,,2115.0,4576.0,2350.0
2021-03-30,Middlesex,Belmont,27409.0,9408.0,5511.0,3897.0,7217.0,5774.0
2021-03-30,Middlesex,Billerica,43673.0,13552.0,7058.0,6494.0,13310.0,4764.0
2021-03-30,Middlesex,Boxborough,5073.0,1755.0,,,1758.0,993.0
2021-03-30,Middlesex,Burlington,27819.0,9655.0,5516.0,4139.0,8228.0,3264.0
2021-03-30,Middlesex,Cambridge,111989.0,31418.0,18755.0,12663.0,15422.0,30968.0
2021-03-30,Middlesex,Carlisle,4723.0,,,,1869.0,1120.0
2021-03-30,Middlesex,Chelmsford,35973.0,12987.0,7225.0,5762.0,12599.0,4456.0
2021-03-30,Middlesex,Concord,18731.0,7891.0,4789.0,3102.0,6193.0,3998.0
2021-03-30,Middlesex,Dracut,32415.0,9918.0,5636.0,4282.0,10298.0,2978.0
2021-03-30,Middlesex,Dunstable,3330.0,,,,1307.0,430.0
2021-03-30,Middlesex,Everett,48552.0,11251.0,6440.0,4811.0,5764.0,4599.0
2021-03-30,Middlesex,Framingham,74398.0,24353.0,13666.0,10687.0,15214.0,9176.0
2021-03-30,Middlesex,Groton,11690.0,3770.0,,1831.0,4051.0,1786.0
2021-03-30,Middlesex,Holliston,13726.0,5417.0,,2495.0,5421.0,2174.0
2021-03-30,Middlesex,Hopkinton,16382.0,5805.0,3074.0,2731.0,5911.0,2100.0
2021-03-30,Middlesex,Hudson,21060.0,6977.0,,3401.0,6531.0,2411.0
2021-03-30,Middlesex,Lexington,34080.0,12688.0,7761.0,4927.0,8851.0,7243.0
2021-03-30,Middlesex,Lincoln,8697.0,,,,1966.0,1590.0
2021-03-30,Middlesex,Littleton,9756.0,3354.0,,1654.0,3671.0,1601.0
2021-03-30,Middlesex,Lowell,116143.0,25264.0,13569.0,11695.0,16738.0,10286.0
2021-03-30,Middlesex,Malden,67654.0,18227.0,10374.0,7853.0,9468.0,8304.0
2021-03-30,Middlesex,Marlborough,43615.0,12186.0,6527.0,5659.0,10229.0,4297.0
2021-03-30,Middlesex,Maynard,10406.0,3721.0,,1803.0,3405.0,2070.0
2021-03-30,Middlesex,Medford,60761.0,19963.0,11350.0,8613.0,13763.0,11828.0
2021-03-30,Middlesex,Melrose,28989.0,10693.0,6476.0,4217.0,9329.0,5368.0
2021-03-30,Middlesex,Natick,36016.0,13466.0,7215.0,6251.0,11382.0,5967.0
2021-03-30,Middlesex,Newton,91690.0,39126.0,24746.0,14380.0,22689.0,18911.0
2021-03-30,Middlesex,North Reading,16656.0,5655.0,,2457.0,,
2021-03-30,Middlesex,Pepperell,12292.0,3276.0,,,4174.0,1345.0
2021-03-30,Middlesex,Reading,27680.0,9830.0,5730.0,4100.0,9722.0,3722.0
2021-03-30,Middlesex,Sherborn,3774.0,,,,1670.0,742.0
2021-03-30,Middlesex,Shirley,8526.0,,,,2030.0,778.0
2021-03-30,Middlesex,Somerville,75646.0,22472.0,12283.0,10189.0,12222.0,23374.0
2021-03-30,Middlesex,Stoneham,22264.0,8998.0,,3685.0,7937.0,3215.0
2021-03-30,Middlesex,Stow,7245.0,2578.0,,,2756.0,1313.0
2021-03-30,Middlesex,Sudbury,17810.0,6819.0,3775.0,3044.0,6536.0,3110.0
2021-03-30,Middlesex,Tewksbury,30826.0,11214.0,6342.0,4872.0,10876.0,3461.0
2021-03-30,Middlesex,Townsend,9114.0,2620.0,,,3162.0,875.0
2021-03-30,Middlesex,Tyngsborough,11979.0,3930.0,,1800.0,4279.0,1210.0
2021-03-30,Middlesex,Wakefield,27113.0,10362.0,5764.0,4598.0,9087.0,3816.0
2021-03-30,Middlesex,Waltham,66447.0,19075.0,10568.0,8507.0,13447.0,8931.0
2021-03-30,Middlesex,Watertown,33037.0,12717.0,,5261.0,8019.0,7982.0
2021-03-30,Middlesex,Wayland,13218.0,5690.0,,2291.0,4820.0,2730.0
2021-03-30,Middlesex,Westford,23089.0,8038.0,4137.0,3901.0,8597.0,3267.0
2021-03-30,Middlesex,Weston,10982.0,4268.0,,1723.0,3957.0,1611.0
2021-03-30,Middlesex,Wilmington,24460.0,8059.0,,3687.0,8558.0,2736.0
2021-03-30,Middlesex,Winchester,22284.0,8062.0,4885.0,3177.0,7718.0,3601.0
2021-03-30,Middlesex,Woburn,41525.0,14011.0,7813.0,6198.0,11828.0,5106.0
2021-03-30,Nantucket,Nantucket,11416.0,,,,2388.0,1817.0
2021-03-30,Norfolk,Avon,4376.0,,,,1339.0,611.0
2021-03-30,Norfolk,Bellingham,18017.0,4919.0,,2553.0,5557.0,1679.0
2021-03-30,Norfolk,Braintree,39657.0,14371.0,8199.0,6172.0,12094.0,4953.0
2021-03-30,Norfolk,Brookline,64727.0,19564.0,12850.0,6714.0,11489.0,14018.0
2021-03-30,Norfolk,Canton,23173.0,9190.0,5533.0,3657.0,7838.0,3240.0
2021-03-30,Norfolk,Cohasset,7355.0,2885.0,,1266.0,3358.0,1108.0
2021-03-30,Norfolk,Dedham,27392.0,10087.0,,4052.0,8264.0,4175.0
2021-03-30,Norfolk,Dover,5134.0,2154.0,,883.0,2331.0,802.0
2021-03-30,Norfolk,Foxborough,18209.0,6484.0,,2953.0,6376.0,2225.0
2021-03-30,Norfolk,Franklin,33920.0,10652.0,5589.0,5063.0,11414.0,3753.0
2021-03-30,Norfolk,Holbrook,11335.0,3733.0,,,3148.0,1367.0
2021-03-30,Norfolk,Medfield,11260.0,4627.0,,2100.0,4963.0,1697.0
2021-03-30,Norfolk,Medway,13067.0,4555.0,,2203.0,4832.0,1592.0
2021-03-30,Norfolk,Millis,7866.0,3272.0,,,3226.0,1121.0
2021-03-30,Norfolk,Milton,28747.0,10931.0,6273.0,4658.0,9035.0,5052.0
2021-03-30,Norfolk,Needham,29234.0,13366.0,8217.0,5149.0,10722.0,5723.0
2021-03-30,Norfolk,Norfolk,12493.0,4489.0,,1673.0,4049.0,1266.0
2021-03-30,Norfolk,Norwood,30257.0,11254.0,,4802.0,9047.0,4108.0
2021-03-30,Norfolk,Plainville,9211.0,,,,3144.0,1008.0
2021-03-30,Norfolk,Quincy,101531.0,32837.0,17139.0,15698.0,21583.0,12516.0
2021-03-30,Norfolk,Randolph,34438.0,11622.0,,5394.0,6433.0,5626.0
2021-03-30,Norfolk,Sharon,18280.0,7218.0,4303.0,2915.0,5563.0,3230.0
2021-03-30,Norfolk,Stoughton,27679.0,9472.0,5231.0,4241.0,7638.0,3578.0
2021-03-30,Norfolk,Walpole,26055.0,9714.0,5670.0,4044.0,9279.0,3037.0
2021-03-30,Norfolk,Wellesley,29713.0,9665.0,5546.0,4119.0,8919.0,4263.0
2021-03-30,Norfolk,Westwood,14695.0,6410.0,4032.0,2378.0,6020.0,2271.0
2021-03-30,Norfolk,Weymouth,56177.0,20237.0,11552.0,8685.0,17306.0,7575.0
2021-03-30,Norfolk,Wrentham,11271.0,4515.0,,1939.0,4351.0,1240.0
2021-03-30,Plymouth,Abington,18224.0,5473.0,,2450.0,5412.0,2000.0
2021-03-30,Plymouth,Bridgewater,28615.0,8598.0,,3244.0,7892.0,2724.0
2021-03-30,Plymouth,Brockton,99226.0,24733.0,12330.0,12403.0,14109.0,12581.0
2021-03-30,Plymouth,Carver,12248.0,,,,3915.0,1154.0
2021-03-30,Plymouth,Duxbury,15120.0,6555.0,3778.0,2777.0,6586.0,1957.0
2021-03-30,Plymouth,East Bridgewater,14879.0,4526.0,,,,
2021-03-30,Plymouth,Halifax,7644.0,,,,2786.0,909.0
2021-03-30,Plymouth,Hanover,14379.0,5337.0,,2089.0,5972.0,1627.0
2021-03-30,Plymouth,Hanson,10764.0,3533.0,,1546.0,3950.0,1254.0
2021-03-30,Plymouth,Hingham,24005.0,9104.0,5510.0,3594.0,9267.0,3330.0
2021-03-30,Plymouth,Hull,9795.0,,,,3777.0,1705.0
2021-03-30,Plymouth,Kingston,13670.0,4765.0,,2190.0,4971.0,1539.0
2021-03-30,Plymouth,Lakeville,11368.0,3364.0,,,4205.0,1241.0
2021-03-30,Plymouth,Marion,4598.0,,,,2057.0,755.0
2021-03-30,Plymouth,Marshfield,25917.0,10407.0,5906.0,4501.0,10094.0,3338.0
2021-03-30,Plymouth,Mattapoisett,5732.0,,,,2829.0,968.0
2021-03-30,Plymouth,Middleborough,27402.0,6901.0,3900.0,3001.0,8021.0,2428.0
2021-03-30,Plymouth,Norwell,10719.0,4013.0,,1552.0,4534.0,1409.0
2021-03-30,Plymouth,Pembroke,18770.0,6167.0,,2781.0,6706.0,2126.0
2021-03-30,Plymouth,Plymouth,62729.0,22180.0,12457.0,9723.0,20963.0,7174.0
2021-03-30,Plymouth,Plympton,3007.0,,,,1154.0,387.0
2021-03-30,Plymouth,Rochester,5676.0,,,,2111.0,709.0
2021-03-30,Plymouth,Rockland,18091.0,5544.0,,2490.0,5736.0,1924.0
2021-03-30,Plymouth,Scituate,18099.0,7210.0,,2915.0,7865.0,2795.0
2021-03-30,Plymouth,Wareham,24185.0,6399.0,,,6845.0,2658.0
2021-03-30,Plymouth,West Bridgewater,7286.0,2350.0,,,,
2021-03-30,Plymouth,Whitman,15539.0,4426.0,,2037.0,5031.0,1746.0
2021-03-30,Suffolk,Boston,692958.0,207780.0,119462.0,88318.0,108134.0,118237.0
2021-03-30,Suffolk,Chelsea,36918.0,9458.0,5728.0,3730.0,3118.0,3609.0
2021-03-30,Suffolk,Revere,60849.0,17441.0,10471.0,6970.0,8604.0,5437.0
2021-03-30,Suffolk,Winthrop,18868.0,7291.0,,2649.0,5391.0,2312.0
2021-03-30,Unspecified,Unspecified,,88270.0,53613.0,34657.0,,
2021-03-30,Worcester,Ashburnham,6287.0,,,,2087.0,762.0
2021-03-30,Worcester,Athol (includes Phillipston),13695.0,,,,,
2021-03-30,Worcester,Auburn,16484.0,5999.0,,2404.0,6025.0,1719.0
2021-03-30,Worcester,Barre,5560.0,1666.0,,,1672.0,603.0
2021-03-30,Worcester,Berlin,3227.0,,,,1259.0,501.0
2021-03-30,Worcester,Blackstone,9026.0,,,,2767.0,830.0
2021-03-30,Worcester,Bolton,5055.0,1921.0,,,2058.0,894.0
2021-03-30,Worcester,Boylston,4489.0,,,,1923.0,570.0
2021-03-30,Worcester,Brookfield,3688.0,,,,1175.0,356.0
2021-03-30,Worcester,Charlton,14164.0,4206.0,,1508.0,4712.0,1129.0
2021-03-30,Worcester,Clinton,14080.0,4098.0,,,4031.0,1570.0
2021-03-30,Worcester,Douglas,9486.0,2278.0,,,3210.0,761.0
2021-03-30,Worcester,Dudley,12470.0,2786.0,,,3443.0,871.0
2021-03-30,Worcester,East Brookfield,2244.0,,,,,
2021-03-30,Worcester,Fitchburg,42123.0,9633.0,4782.0,4851.0,8152.0,3529.0
2021-03-30,Worcester,Gardner,19874.0,6724.0,,,5276.0,1700.0
2021-03-30,Worcester,Grafton,20125.0,6199.0,3331.0,2868.0,6288.0,2188.0
2021-03-30,Worcester,Hardwick,3341.0,,,,856.0,285.0
2021-03-30,Worcester,Harvard,6951.0,2018.0,,,2019.0,1353.0
2021-03-30,Worcester,Holden,18997.0,7402.0,4399.0,3003.0,7376.0,2373.0
2021-03-30,Worcester,Hopedale,5633.0,2028.0,,,2210.0,675.0
2021-03-30,Worcester,Hubbardston,4680.0,,,,1763.0,528.0
2021-03-30,Worcester,Lancaster,8589.0,2284.0,,,2539.0,845.0
2021-03-30,Worcester,Leicester,11264.0,3385.0,,,3722.0,975.0
2021-03-30,Worcester,Leominster,40377.0,12340.0,6228.0,6112.0,11404.0,4141.0
2021-03-30,Worcester,Lunenburg,10418.0,3584.0,,,3984.0,1350.0
2021-03-30,Worcester,Mendon,5774.0,1850.0,,,2281.0,652.0
2021-03-30,Worcester,Milford,29333.0,9146.0,5000.0,4146.0,7830.0,2770.0
2021-03-30,Worcester,Millbury,13671.0,4367.0,,1879.0,4702.0,1202.0
2021-03-30,Worcester,Millville,3589.0,,,,1018.0,279.0
2021-03-30,Worcester,New Braintree,1061.0,,,,403.0,121.0
2021-03-30,Worcester,North Brookfield,4632.0,,,,,
2021-03-30,Worcester,Northborough,13564.0,5763.0,3104.0,2659.0,5642.0,2110.0
2021-03-30,Worcester,Northbridge,18221.0,4705.0,,2067.0,5695.0,1354.0
2021-03-30,Worcester,Oakham,2134.0,,,,761.0,202.0
2021-03-30,Worcester,Oxford,13749.0,3769.0,,,4340.0,1175.0
2021-03-30,Worcester,Paxton,4953.0,,,,1747.0,561.0
2021-03-30,Worcester,Petersham,1268.0,,,,488.0,246.0
2021-03-30,Worcester,Princeton,3230.0,,,,1473.0,587.0
2021-03-30,Worcester,Royalston,1274.0,,,,394.0,170.0
2021-03-30,Worcester,Rutland,9116.0,3235.0,1795.0,1440.0,3223.0,901.0
2021-03-30,Worcester,Shrewsbury,39497.0,13011.0,7333.0,5678.0,12393.0,3930.0
2021-03-30,Worcester,Southborough,9670.0,3792.0,2109.0,1683.0,3713.0,1466.0
2021-03-30,Worcester,Southbridge,16770.0,3738.0,,,3333.0,1394.0
2021-03-30,Worcester,Spencer,11470.0,3512.0,,,3579.0,989.0
2021-03-30,Worcester,Sterling,7859.0,2913.0,,,3414.0,918.0
2021-03-30,Worcester,Sturbridge,10569.0,3148.0,,,3604.0,1050.0
2021-03-30,Worcester,Sutton,8954.0,3069.0,,,3835.0,863.0
2021-03-30,Worcester,Templeton,9020.0,,,,2581.0,637.0
2021-03-30,Worcester,Upton,9203.0,2614.0,,,2991.0,1001.0
2021-03-30,Worcester,Uxbridge,15611.0,4203.0,,1975.0,4785.0,1394.0
2021-03-30,Worcester,Warren,5442.0,,,,1443.0,439.0
2021-03-30,Worcester,Webster,17181.0,4126.0,,,4223.0,1281.0
2021-03-30,Worcester,West Boylston,7841.0,3065.0,,,,
2021-03-30,Worcester,West Brookfield,3704.0,,,,,
2021-03-30,Worcester,Westborough,18711.0,6910.0,,3040.0,5487.0,2479.0
2021-03-30,Worcester,Westminster,7316.0,,,,3091.0,855.0
2021-03-30,Worcester,Winchendon,10765.0,2488.0,,,2781.0,802.0
2021-03-30,Worcester,Worcester,191575.0,49758.0,28819.0,20939.0,29609.0,20106.0
